video_id,sequence,video_frame,sequence_frame,image_id,annotations
0,996,12061,636,0-12061,[]
0,996,12062,637,0-12062,[]
0,996,12063,638,0-12063,[]
0,996,12064,639,0-12064,[]
0,996,12065,640,0-12065,[]
0,996,12066,641,0-12066,[]
0,996,12067,642,0-12067,[]
0,996,12068,643,0-12068,[]
0,996,12069,644,0-12069,[]
0,996,12070,645,0-12070,[]
0,996,12071,646,0-12071,[]
0,996,12072,647,0-12072,[]
0,996,12073,648,0-12073,[]
0,996,12074,649,0-12074,[]
0,996,12075,650,0-12075,[]
0,996,12076,651,0-12076,[]
0,996,12077,652,0-12077,[]
0,996,12078,653,0-12078,[]
0,996,12079,654,0-12079,[]
0,996,12080,655,0-12080,[]
0,996,12081,656,0-12081,[]
0,996,12082,657,0-12082,[]
0,996,12083,658,0-12083,[]
0,996,12084,659,0-12084,[]
0,996,12085,660,0-12085,[]
0,996,12086,661,0-12086,[]
0,996,12087,662,0-12087,[]
0,996,12088,663,0-12088,[]
0,996,12089,664,0-12089,[]
0,996,12090,665,0-12090,[]
0,996,12091,666,0-12091,[]
0,996,12092,667,0-12092,[]
0,996,12093,668,0-12093,[]
0,996,12094,669,0-12094,[]
0,996,12095,670,0-12095,[]
0,996,12096,671,0-12096,[]
0,996,12097,672,0-12097,[]
0,996,12098,673,0-12098,[]
0,996,12099,674,0-12099,[]
0,996,12100,675,0-12100,[]
0,996,12101,676,0-12101,[]
0,996,12102,677,0-12102,[]
0,996,12103,678,0-12103,[]
0,996,12104,679,0-12104,[]
0,996,12105,680,0-12105,[]
0,996,12106,681,0-12106,[]
0,996,12107,682,0-12107,[]
0,996,12108,683,0-12108,[]
0,996,12109,684,0-12109,[]
0,996,12110,685,0-12110,[]
0,996,12111,686,0-12111,[]
0,996,12112,687,0-12112,[]
0,996,12113,688,0-12113,[]
0,996,12114,689,0-12114,[]
0,996,12115,690,0-12115,[]
0,996,12116,691,0-12116,[]
0,996,12117,692,0-12117,[]
0,996,12118,693,0-12118,[]
0,996,12119,694,0-12119,[]
0,996,12120,695,0-12120,[]
0,996,12121,696,0-12121,[]
0,996,12122,697,0-12122,[]
0,996,12123,698,0-12123,[]
0,996,12124,699,0-12124,[]
0,996,12125,700,0-12125,[]
0,996,12126,701,0-12126,[]
0,996,12127,702,0-12127,[]
0,996,12128,703,0-12128,[]
0,996,12129,704,0-12129,[]
0,996,12130,705,0-12130,[]
0,996,12131,706,0-12131,[]
0,996,12132,707,0-12132,[]
0,996,12133,708,0-12133,[]
0,996,12134,709,0-12134,[]
0,996,12135,710,0-12135,[]
0,996,12136,711,0-12136,[]
0,996,12137,712,0-12137,[]
0,996,12138,713,0-12138,[]
0,996,12139,714,0-12139,[]
0,996,12140,715,0-12140,[]
0,996,12141,716,0-12141,[]
0,996,12142,717,0-12142,[]
0,996,12143,718,0-12143,[]
0,996,12144,719,0-12144,[]
0,996,12145,720,0-12145,[]
0,996,12146,721,0-12146,[]
0,996,12147,722,0-12147,[]
0,996,12148,723,0-12148,[]
0,996,12149,724,0-12149,[]
0,996,12150,725,0-12150,[]
0,996,12151,726,0-12151,[]
0,996,12152,727,0-12152,[]
0,996,12153,728,0-12153,[]
0,996,12154,729,0-12154,[]
0,996,12155,730,0-12155,[]
0,996,12156,731,0-12156,[]
0,996,12157,732,0-12157,[]
0,996,12158,733,0-12158,[]
0,996,12159,734,0-12159,[]
0,996,12160,735,0-12160,[]
0,996,12161,736,0-12161,[]
0,996,12162,737,0-12162,[]
0,996,12163,738,0-12163,[]
0,996,12164,739,0-12164,[]
0,996,12165,740,0-12165,[]
0,996,12166,741,0-12166,[]
0,996,12167,742,0-12167,[]
0,996,12168,743,0-12168,[]
0,996,12169,744,0-12169,[]
0,996,12170,745,0-12170,"[{'x': 439, 'y': 196, 'width': 31, 'height': 26}]"
0,996,12171,746,0-12171,"[{'x': 440, 'y': 195, 'width': 31, 'height': 26}]"
0,996,12172,747,0-12172,"[{'x': 441, 'y': 194, 'width': 31, 'height': 26}]"
0,996,12173,748,0-12173,"[{'x': 442, 'y': 193, 'width': 31, 'height': 26}]"
0,996,12174,749,0-12174,"[{'x': 443, 'y': 192, 'width': 31, 'height': 26}]"
0,996,12175,750,0-12175,"[{'x': 443, 'y': 194, 'width': 31, 'height': 26}]"
0,996,12176,751,0-12176,"[{'x': 443, 'y': 196, 'width': 31, 'height': 26}]"
0,996,12177,752,0-12177,"[{'x': 442, 'y': 198, 'width': 31, 'height': 26}]"
0,996,12178,753,0-12178,"[{'x': 442, 'y': 200, 'width': 31, 'height': 26}]"
0,996,12179,754,0-12179,"[{'x': 442, 'y': 202, 'width': 31, 'height': 26}]"
0,996,12180,755,0-12180,"[{'x': 439, 'y': 205, 'width': 31, 'height': 26}]"
0,996,12181,756,0-12181,"[{'x': 437, 'y': 208, 'width': 31, 'height': 26}]"
0,996,12182,757,0-12182,"[{'x': 434, 'y': 211, 'width': 31, 'height': 26}]"
0,996,12183,758,0-12183,"[{'x': 424, 'y': 212, 'width': 34, 'height': 31}]"
0,996,12184,759,0-12184,"[{'x': 419, 'y': 214, 'width': 34, 'height': 31}]"
0,996,12185,760,0-12185,"[{'x': 415, 'y': 216, 'width': 34, 'height': 31}]"
0,996,12186,761,0-12186,"[{'x': 410, 'y': 219, 'width': 34, 'height': 31}]"
0,996,12187,762,0-12187,"[{'x': 405, 'y': 221, 'width': 34, 'height': 31}]"
0,996,12188,763,0-12188,"[{'x': 400, 'y': 223, 'width': 34, 'height': 31}]"
0,996,12189,764,0-12189,"[{'x': 395, 'y': 225, 'width': 34, 'height': 31}]"
0,996,12190,765,0-12190,"[{'x': 390, 'y': 227, 'width': 34, 'height': 31}]"
0,996,12191,766,0-12191,"[{'x': 385, 'y': 229, 'width': 34, 'height': 31}]"
0,996,12192,767,0-12192,"[{'x': 380, 'y': 231, 'width': 34, 'height': 31}]"
0,996,12193,768,0-12193,"[{'x': 375, 'y': 233, 'width': 34, 'height': 31}]"
0,996,12194,769,0-12194,"[{'x': 369, 'y': 236, 'width': 34, 'height': 31}]"
0,996,12195,770,0-12195,"[{'x': 364, 'y': 239, 'width': 34, 'height': 31}]"
0,996,12196,771,0-12196,"[{'x': 358, 'y': 245, 'width': 34, 'height': 31}]"
0,996,12197,772,0-12197,"[{'x': 353, 'y': 251, 'width': 34, 'height': 31}]"
0,996,12198,773,0-12198,"[{'x': 348, 'y': 257, 'width': 34, 'height': 31}]"
0,996,12199,774,0-12199,"[{'x': 342, 'y': 262, 'width': 34, 'height': 31}]"
0,996,12200,775,0-12200,"[{'x': 337, 'y': 268, 'width': 34, 'height': 31}]"
0,996,12201,776,0-12201,"[{'x': 332, 'y': 274, 'width': 34, 'height': 31}]"
0,996,12202,777,0-12202,"[{'x': 327, 'y': 279, 'width': 34, 'height': 31}]"
0,996,12203,778,0-12203,"[{'x': 321, 'y': 285, 'width': 34, 'height': 31}]"
0,996,12204,779,0-12204,"[{'x': 316, 'y': 291, 'width': 34, 'height': 31}, {'x': 531, 'y': 358, 'width': 26, 'height': 18}]"
0,996,12205,780,0-12205,"[{'x': 311, 'y': 297, 'width': 35, 'height': 31}, {'x': 528, 'y': 363, 'width': 27, 'height': 19}]"
0,996,12206,781,0-12206,"[{'x': 306, 'y': 302, 'width': 35, 'height': 32}, {'x': 524, 'y': 368, 'width': 27, 'height': 20}]"
0,996,12207,782,0-12207,"[{'x': 301, 'y': 308, 'width': 35, 'height': 32}, {'x': 521, 'y': 373, 'width': 28, 'height': 21}]"
0,996,12208,783,0-12208,"[{'x': 296, 'y': 314, 'width': 36, 'height': 33}, {'x': 517, 'y': 378, 'width': 28, 'height': 22}]"
0,996,12209,784,0-12209,"[{'x': 290, 'y': 323, 'width': 36, 'height': 33}, {'x': 511, 'y': 384, 'width': 32, 'height': 20}]"
0,996,12210,785,0-12210,"[{'x': 284, 'y': 332, 'width': 37, 'height': 34}, {'x': 507, 'y': 394, 'width': 32, 'height': 21}]"
0,996,12211,786,0-12211,"[{'x': 278, 'y': 341, 'width': 37, 'height': 34}, {'x': 504, 'y': 403, 'width': 32, 'height': 21}]"
0,996,12212,787,0-12212,"[{'x': 272, 'y': 350, 'width': 37, 'height': 35}, {'x': 500, 'y': 413, 'width': 32, 'height': 22}]"
0,996,12213,788,0-12213,"[{'x': 266, 'y': 359, 'width': 38, 'height': 35}, {'x': 496, 'y': 422, 'width': 32, 'height': 22}]"
0,996,12214,789,0-12214,"[{'x': 259, 'y': 370, 'width': 38, 'height': 36}, {'x': 493, 'y': 432, 'width': 32, 'height': 22}]"
0,996,12215,790,0-12215,"[{'x': 252, 'y': 381, 'width': 39, 'height': 36}, {'x': 489, 'y': 441, 'width': 32, 'height': 23}]"
0,996,12216,791,0-12216,"[{'x': 245, 'y': 392, 'width': 39, 'height': 37}, {'x': 486, 'y': 451, 'width': 32, 'height': 23}]"
0,996,12217,792,0-12217,"[{'x': 239, 'y': 402, 'width': 40, 'height': 37}, {'x': 482, 'y': 460, 'width': 32, 'height': 24}]"
0,996,12218,793,0-12218,"[{'x': 232, 'y': 412, 'width': 41, 'height': 38}, {'x': 478, 'y': 470, 'width': 32, 'height': 24}]"
0,996,12219,794,0-12219,"[{'x': 226, 'y': 421, 'width': 41, 'height': 39}, {'x': 475, 'y': 479, 'width': 32, 'height': 25}]"
0,996,12220,795,0-12220,"[{'x': 220, 'y': 429, 'width': 42, 'height': 39}, {'x': 472, 'y': 487, 'width': 32, 'height': 25}]"
0,996,12221,796,0-12221,"[{'x': 214, 'y': 438, 'width': 42, 'height': 40}, {'x': 469, 'y': 494, 'width': 32, 'height': 25}]"
0,996,12222,797,0-12222,"[{'x': 208, 'y': 446, 'width': 43, 'height': 40}, {'x': 466, 'y': 502, 'width': 32, 'height': 25}]"
0,996,12223,798,0-12223,"[{'x': 202, 'y': 455, 'width': 43, 'height': 41}, {'x': 464, 'y': 509, 'width': 32, 'height': 25}]"
0,996,12224,799,0-12224,"[{'x': 196, 'y': 461, 'width': 44, 'height': 41}, {'x': 460, 'y': 517, 'width': 32, 'height': 25}]"
0,996,12225,800,0-12225,"[{'x': 190, 'y': 468, 'width': 44, 'height': 42}, {'x': 456, 'y': 524, 'width': 32, 'height': 25}]"
0,996,12226,801,0-12226,"[{'x': 184, 'y': 475, 'width': 45, 'height': 42}, {'x': 453, 'y': 531, 'width': 32, 'height': 25}]"
0,996,12227,802,0-12227,"[{'x': 178, 'y': 482, 'width': 46, 'height': 42}, {'x': 449, 'y': 539, 'width': 32, 'height': 25}]"
0,996,12228,803,0-12228,"[{'x': 172, 'y': 489, 'width': 46, 'height': 43}, {'x': 446, 'y': 545, 'width': 32, 'height': 25}]"
0,996,12229,804,0-12229,"[{'x': 166, 'y': 496, 'width': 47, 'height': 43}, {'x': 444, 'y': 551, 'width': 32, 'height': 25}]"
0,996,12230,805,0-12230,"[{'x': 160, 'y': 503, 'width': 48, 'height': 43}, {'x': 439, 'y': 558, 'width': 33, 'height': 25}]"
0,996,12231,806,0-12231,"[{'x': 154, 'y': 510, 'width': 48, 'height': 44}, {'x': 438, 'y': 561, 'width': 34, 'height': 25}]"
0,996,12232,807,0-12232,"[{'x': 148, 'y': 516, 'width': 49, 'height': 44}, {'x': 437, 'y': 563, 'width': 34, 'height': 25}]"
0,996,12233,808,0-12233,"[{'x': 142, 'y': 523, 'width': 49, 'height': 44}, {'x': 435, 'y': 566, 'width': 35, 'height': 25}]"
0,996,12234,809,0-12234,"[{'x': 138, 'y': 529, 'width': 50, 'height': 45}, {'x': 434, 'y': 569, 'width': 35, 'height': 25}]"
0,996,12235,810,0-12235,"[{'x': 134, 'y': 535, 'width': 50, 'height': 45}, {'x': 432, 'y': 572, 'width': 36, 'height': 25}]"
0,996,12236,811,0-12236,"[{'x': 130, 'y': 541, 'width': 51, 'height': 45}, {'x': 432, 'y': 575, 'width': 37, 'height': 26}]"
0,996,12237,812,0-12237,"[{'x': 126, 'y': 546, 'width': 51, 'height': 45}, {'x': 431, 'y': 578, 'width': 37, 'height': 26}]"
0,996,12238,813,0-12238,"[{'x': 122, 'y': 552, 'width': 52, 'height': 46}, {'x': 430, 'y': 581, 'width': 38, 'height': 26}]"
0,996,12239,814,0-12239,"[{'x': 118, 'y': 558, 'width': 52, 'height': 46}, {'x': 429, 'y': 583, 'width': 39, 'height': 26}]"
0,996,12240,815,0-12240,"[{'x': 114, 'y': 564, 'width': 52, 'height': 46}, {'x': 430, 'y': 585, 'width': 39, 'height': 26}]"
0,996,12241,816,0-12241,"[{'x': 110, 'y': 569, 'width': 53, 'height': 47}, {'x': 431, 'y': 587, 'width': 39, 'height': 26}]"
0,996,12242,817,0-12242,"[{'x': 105, 'y': 575, 'width': 53, 'height': 47}, {'x': 432, 'y': 588, 'width': 39, 'height': 26}]"
0,996,12243,818,0-12243,"[{'x': 101, 'y': 581, 'width': 54, 'height': 47}, {'x': 433, 'y': 590, 'width': 39, 'height': 26}]"
0,996,12244,819,0-12244,"[{'x': 101, 'y': 584, 'width': 54, 'height': 47}, {'x': 434, 'y': 589, 'width': 39, 'height': 26}]"
0,996,12245,820,0-12245,"[{'x': 100, 'y': 588, 'width': 54, 'height': 48}, {'x': 436, 'y': 589, 'width': 39, 'height': 26}]"
0,996,12246,821,0-12246,"[{'x': 99, 'y': 591, 'width': 55, 'height': 48}, {'x': 437, 'y': 589, 'width': 39, 'height': 26}]"
0,996,12247,822,0-12247,"[{'x': 98, 'y': 595, 'width': 55, 'height': 48}, {'x': 438, 'y': 588, 'width': 39, 'height': 26}]"
0,996,12248,823,0-12248,"[{'x': 97, 'y': 598, 'width': 55, 'height': 48}, {'x': 439, 'y': 588, 'width': 39, 'height': 26}]"
0,996,12249,824,0-12249,"[{'x': 97, 'y': 602, 'width': 55, 'height': 49}, {'x': 440, 'y': 588, 'width': 39, 'height': 26}]"
0,996,12250,825,0-12250,"[{'x': 96, 'y': 609, 'width': 56, 'height': 49}, {'x': 445, 'y': 591, 'width': 39, 'height': 27}]"
0,996,12251,826,0-12251,"[{'x': 96, 'y': 617, 'width': 56, 'height': 49}, {'x': 449, 'y': 594, 'width': 40, 'height': 28}]"
0,996,12252,827,0-12252,"[{'x': 96, 'y': 625, 'width': 56, 'height': 50}, {'x': 454, 'y': 597, 'width': 40, 'height': 29}]"
0,996,12253,828,0-12253,"[{'x': 96, 'y': 633, 'width': 56, 'height': 50}, {'x': 458, 'y': 601, 'width': 41, 'height': 29}]"
0,996,12254,829,0-12254,"[{'x': 98, 'y': 642, 'width': 56, 'height': 50}, {'x': 463, 'y': 604, 'width': 41, 'height': 30}]"
0,996,12255,830,0-12255,"[{'x': 100, 'y': 651, 'width': 56, 'height': 50}, {'x': 467, 'y': 607, 'width': 42, 'height': 31}]"
0,996,12256,831,0-12256,"[{'x': 101, 'y': 661, 'width': 56, 'height': 50}, {'x': 471, 'y': 612, 'width': 42, 'height': 32}]"
0,996,12257,832,0-12257,"[{'x': 102, 'y': 672, 'width': 56, 'height': 43}, {'x': 476, 'y': 617, 'width': 43, 'height': 33}]"
0,996,12258,833,0-12258,"[{'x': 102, 'y': 682, 'width': 56, 'height': 37}, {'x': 480, 'y': 622, 'width': 43, 'height': 34}]"
0,996,12259,834,0-12259,"[{'x': 102, 'y': 693, 'width': 56, 'height': 26}, {'x': 485, 'y': 628, 'width': 44, 'height': 35}, {'x': 682, 'y': 345, 'width': 27, 'height': 21}]"
0,996,12260,835,0-12260,"[{'x': 490, 'y': 633, 'width': 44, 'height': 35}, {'x': 687, 'y': 347, 'width': 27, 'height': 21}]"
0,996,12261,836,0-12261,"[{'x': 495, 'y': 639, 'width': 44, 'height': 35}, {'x': 693, 'y': 349, 'width': 27, 'height': 21}]"
0,996,12262,837,0-12262,"[{'x': 501, 'y': 644, 'width': 44, 'height': 35}, {'x': 698, 'y': 350, 'width': 27, 'height': 21}]"
0,996,12263,838,0-12263,"[{'x': 506, 'y': 650, 'width': 44, 'height': 35}, {'x': 704, 'y': 352, 'width': 27, 'height': 21}]"
0,996,12264,839,0-12264,"[{'x': 511, 'y': 655, 'width': 44, 'height': 35}, {'x': 709, 'y': 354, 'width': 27, 'height': 21}]"
0,996,12265,840,0-12265,"[{'x': 516, 'y': 661, 'width': 44, 'height': 35}, {'x': 715, 'y': 356, 'width': 27, 'height': 21}]"
0,996,12266,841,0-12266,"[{'x': 522, 'y': 667, 'width': 44, 'height': 35}, {'x': 720, 'y': 357, 'width': 27, 'height': 21}]"
0,996,12267,842,0-12267,"[{'x': 527, 'y': 672, 'width': 44, 'height': 35}, {'x': 726, 'y': 359, 'width': 27, 'height': 21}]"
0,996,12268,843,0-12268,"[{'x': 532, 'y': 678, 'width': 44, 'height': 35}, {'x': 731, 'y': 361, 'width': 27, 'height': 21}]"
0,996,12269,844,0-12269,"[{'x': 537, 'y': 683, 'width': 44, 'height': 35}, {'x': 737, 'y': 362, 'width': 27, 'height': 21}]"
0,996,12270,845,0-12270,"[{'x': 543, 'y': 691, 'width': 44, 'height': 28}, {'x': 743, 'y': 365, 'width': 27, 'height': 21}]"
0,996,12271,846,0-12271,"[{'x': 550, 'y': 698, 'width': 44, 'height': 21}, {'x': 750, 'y': 368, 'width': 28, 'height': 22}]"
0,996,12272,847,0-12272,"[{'x': 556, 'y': 706, 'width': 44, 'height': 13}, {'x': 756, 'y': 370, 'width': 28, 'height': 22}]"
0,996,12273,848,0-12273,"[{'x': 762, 'y': 373, 'width': 28, 'height': 22}]"
0,996,12274,849,0-12274,"[{'x': 769, 'y': 376, 'width': 29, 'height': 23}]"
0,996,12275,850,0-12275,"[{'x': 775, 'y': 378, 'width': 29, 'height': 23}]"
0,996,12276,851,0-12276,"[{'x': 782, 'y': 381, 'width': 30, 'height': 23}]"
0,996,12277,852,0-12277,"[{'x': 788, 'y': 383, 'width': 30, 'height': 24}]"
0,996,12278,853,0-12278,"[{'x': 794, 'y': 386, 'width': 31, 'height': 24}]"
0,996,12279,854,0-12279,"[{'x': 801, 'y': 389, 'width': 31, 'height': 25}]"
0,996,12280,855,0-12280,"[{'x': 808, 'y': 393, 'width': 31, 'height': 25}]"
0,996,12281,856,0-12281,"[{'x': 816, 'y': 397, 'width': 31, 'height': 25}]"
0,996,12282,857,0-12282,"[{'x': 823, 'y': 401, 'width': 31, 'height': 25}]"
0,996,12283,858,0-12283,"[{'x': 831, 'y': 405, 'width': 31, 'height': 25}]"
0,996,12284,859,0-12284,"[{'x': 838, 'y': 409, 'width': 31, 'height': 25}]"
0,996,12285,860,0-12285,"[{'x': 845, 'y': 413, 'width': 31, 'height': 25}]"
0,996,12286,861,0-12286,"[{'x': 853, 'y': 417, 'width': 31, 'height': 25}]"
0,996,12287,862,0-12287,"[{'x': 860, 'y': 421, 'width': 31, 'height': 25}]"
0,996,12288,863,0-12288,"[{'x': 868, 'y': 425, 'width': 31, 'height': 25}]"
0,996,12289,864,0-12289,"[{'x': 875, 'y': 429, 'width': 31, 'height': 25}]"
0,996,12290,865,0-12290,"[{'x': 884, 'y': 434, 'width': 31, 'height': 25}]"
0,996,12291,866,0-12291,"[{'x': 893, 'y': 440, 'width': 31, 'height': 25}]"
0,996,12292,867,0-12292,"[{'x': 901, 'y': 447, 'width': 31, 'height': 25}]"
0,996,12293,868,0-12293,"[{'x': 910, 'y': 455, 'width': 31, 'height': 25}]"
0,996,12294,869,0-12294,"[{'x': 918, 'y': 463, 'width': 31, 'height': 25}]"
0,996,12295,870,0-12295,"[{'x': 927, 'y': 470, 'width': 31, 'height': 25}]"
0,996,12296,871,0-12296,"[{'x': 936, 'y': 478, 'width': 31, 'height': 25}]"
0,996,12297,872,0-12297,"[{'x': 944, 'y': 485, 'width': 31, 'height': 25}]"
0,996,12298,873,0-12298,"[{'x': 953, 'y': 493, 'width': 31, 'height': 25}]"
0,996,12299,874,0-12299,"[{'x': 961, 'y': 500, 'width': 31, 'height': 25}]"
0,996,12300,875,0-12300,"[{'x': 966, 'y': 506, 'width': 36, 'height': 29}]"
0,996,12301,876,0-12301,"[{'x': 973, 'y': 514, 'width': 36, 'height': 29}]"
0,996,12302,877,0-12302,"[{'x': 979, 'y': 521, 'width': 36, 'height': 29}]"
0,996,12303,878,0-12303,"[{'x': 985, 'y': 529, 'width': 36, 'height': 29}]"
0,996,12304,879,0-12304,"[{'x': 991, 'y': 537, 'width': 36, 'height': 29}]"
0,996,12305,880,0-12305,"[{'x': 997, 'y': 545, 'width': 36, 'height': 29}]"
0,996,12306,881,0-12306,"[{'x': 1001, 'y': 554, 'width': 37, 'height': 30}]"
0,996,12307,882,0-12307,"[{'x': 1004, 'y': 564, 'width': 38, 'height': 31}]"
0,996,12308,883,0-12308,"[{'x': 1007, 'y': 573, 'width': 39, 'height': 31}]"
0,996,12309,884,0-12309,"[{'x': 1011, 'y': 582, 'width': 40, 'height': 32}]"
0,996,12310,885,0-12310,"[{'x': 1014, 'y': 592, 'width': 41, 'height': 33}]"
0,996,12311,886,0-12311,"[{'x': 1017, 'y': 601, 'width': 41, 'height': 34}]"
0,996,12312,887,0-12312,"[{'x': 1021, 'y': 610, 'width': 42, 'height': 35}]"
0,996,12313,888,0-12313,"[{'x': 1025, 'y': 624, 'width': 42, 'height': 35}]"
0,996,12314,889,0-12314,"[{'x': 1028, 'y': 637, 'width': 42, 'height': 35}]"
0,996,12315,890,0-12315,"[{'x': 1032, 'y': 650, 'width': 42, 'height': 35}]"
0,996,12316,891,0-12316,"[{'x': 1036, 'y': 663, 'width': 42, 'height': 35}]"
0,996,12317,892,0-12317,"[{'x': 1040, 'y': 678, 'width': 42, 'height': 35}]"
0,996,12318,893,0-12318,"[{'x': 1043, 'y': 694, 'width': 42, 'height': 25}]"
0,996,12319,894,0-12319,[]
0,996,12320,895,0-12320,[]
0,996,12321,896,0-12321,[]
0,996,12322,897,0-12322,[]
0,996,12323,898,0-12323,[]
0,996,12324,899,0-12324,[]
0,996,12325,900,0-12325,[]
0,996,12326,901,0-12326,[]
0,996,12327,902,0-12327,[]
0,996,12328,903,0-12328,[]
0,996,12329,904,0-12329,[]
0,996,12330,905,0-12330,[]
0,996,12331,906,0-12331,[]
0,996,12332,907,0-12332,[]
0,996,12333,908,0-12333,[]
0,996,12334,909,0-12334,[]
0,996,12335,910,0-12335,[]
0,996,12336,911,0-12336,[]
0,996,12337,912,0-12337,[]
0,996,12338,913,0-12338,[]
0,996,12339,914,0-12339,[]
0,996,12340,915,0-12340,[]
0,996,12341,916,0-12341,[]
0,996,12342,917,0-12342,[]
0,996,12343,918,0-12343,[]
0,996,12344,919,0-12344,[]
0,996,12345,920,0-12345,[]
0,996,12346,921,0-12346,[]
0,996,12347,922,0-12347,[]
1,60510,0,0,1-0,[]
1,60510,1,1,1-1,[]
1,60510,2,2,1-2,[]
1,60510,3,3,1-3,[]
1,60510,4,4,1-4,[]
1,60510,5,5,1-5,[]
1,60510,6,6,1-6,[]
1,60510,7,7,1-7,[]
1,60510,8,8,1-8,[]
1,60510,9,9,1-9,[]
1,60510,10,10,1-10,[]
1,60510,11,11,1-11,[]
1,60510,12,12,1-12,[]
1,60510,13,13,1-13,[]
1,60510,14,14,1-14,[]
1,60510,15,15,1-15,[]
1,60510,16,16,1-16,[]
1,60510,17,17,1-17,[]
1,60510,18,18,1-18,[]
1,60510,19,19,1-19,[]
1,60510,20,20,1-20,[]
1,60510,21,21,1-21,[]
1,60510,22,22,1-22,[]
1,60510,23,23,1-23,[]
1,60510,24,24,1-24,[]
1,60510,25,25,1-25,[]
1,60510,26,26,1-26,[]
1,60510,27,27,1-27,[]
1,60510,28,28,1-28,[]
1,60510,29,29,1-29,[]
1,60510,30,30,1-30,[]
1,60510,31,31,1-31,[]
1,60510,32,32,1-32,[]
1,60510,33,33,1-33,[]
1,60510,34,34,1-34,[]
1,60510,35,35,1-35,[]
1,60510,36,36,1-36,[]
1,60510,37,37,1-37,[]
1,60510,38,38,1-38,[]
1,60510,39,39,1-39,[]
1,60510,40,40,1-40,[]
1,60510,41,41,1-41,[]
1,60510,42,42,1-42,[]
1,60510,43,43,1-43,[]
1,60510,44,44,1-44,[]
1,60510,45,45,1-45,[]
1,60510,46,46,1-46,[]
1,60510,47,47,1-47,[]
1,60510,48,48,1-48,[]
1,60510,49,49,1-49,[]
1,60510,50,50,1-50,[]
1,60510,51,51,1-51,[]
1,60510,52,52,1-52,[]
1,60510,53,53,1-53,[]
1,60510,54,54,1-54,[]
1,60510,55,55,1-55,[]
1,60510,56,56,1-56,[]
1,60510,57,57,1-57,[]
1,60510,58,58,1-58,[]
1,60510,59,59,1-59,[]
1,60510,60,60,1-60,[]
1,60510,61,61,1-61,[]
1,60510,62,62,1-62,[]
1,60510,63,63,1-63,[]
1,60510,64,64,1-64,[]
1,60510,65,65,1-65,[]
1,60510,66,66,1-66,[]
1,60510,67,67,1-67,[]
1,60510,68,68,1-68,[]
1,60510,69,69,1-69,[]
1,60510,70,70,1-70,[]
1,60510,71,71,1-71,[]
1,60510,72,72,1-72,[]
1,60510,73,73,1-73,[]
1,60510,74,74,1-74,[]
1,60510,75,75,1-75,[]
1,60510,76,76,1-76,[]
1,60510,77,77,1-77,[]
1,60510,78,78,1-78,[]
1,60510,79,79,1-79,[]
1,60510,80,80,1-80,[]
1,60510,81,81,1-81,[]
1,60510,82,82,1-82,[]
1,60510,83,83,1-83,[]
1,60510,84,84,1-84,[]
1,60510,85,85,1-85,[]
1,60510,86,86,1-86,[]
1,60510,87,87,1-87,[]
1,60510,88,88,1-88,[]
1,60510,89,89,1-89,[]
1,60510,90,90,1-90,[]
1,60510,91,91,1-91,[]
1,60510,92,92,1-92,[]
1,60510,93,93,1-93,[]
1,60510,94,94,1-94,[]
1,60510,95,95,1-95,[]
1,60510,96,96,1-96,[]
1,60510,97,97,1-97,[]
1,60510,98,98,1-98,[]
1,60510,99,99,1-99,[]
1,60510,100,100,1-100,[]
1,60510,101,101,1-101,[]
1,60510,102,102,1-102,[]
1,60510,103,103,1-103,[]
1,60510,104,104,1-104,[]
1,60510,105,105,1-105,[]
1,60510,106,106,1-106,[]
1,60510,107,107,1-107,[]
1,60510,108,108,1-108,[]
1,60510,109,109,1-109,[]
1,60510,110,110,1-110,[]
1,60510,111,111,1-111,[]
1,60510,112,112,1-112,[]
1,60510,113,113,1-113,[]
1,60510,114,114,1-114,[]
1,60510,115,115,1-115,[]
1,60510,116,116,1-116,[]
1,60510,117,117,1-117,[]
1,60510,118,118,1-118,[]
1,60510,119,119,1-119,[]
1,60510,120,120,1-120,[]
1,60510,121,121,1-121,[]
1,60510,122,122,1-122,[]
1,60510,123,123,1-123,[]
1,60510,124,124,1-124,[]
1,60510,125,125,1-125,[]
1,60510,126,126,1-126,[]
1,60510,127,127,1-127,[]
1,60510,128,128,1-128,[]
1,60510,129,129,1-129,[]
1,60510,130,130,1-130,[]
1,60510,131,131,1-131,[]
1,60510,132,132,1-132,[]
1,60510,133,133,1-133,[]
1,60510,134,134,1-134,[]
1,60510,135,135,1-135,[]
1,60510,136,136,1-136,[]
1,60510,137,137,1-137,[]
1,60510,138,138,1-138,[]
1,60510,139,139,1-139,[]
1,60510,140,140,1-140,[]
1,60510,141,141,1-141,[]
1,60510,142,142,1-142,[]
1,60510,143,143,1-143,[]
1,60510,144,144,1-144,[]
1,60510,145,145,1-145,[]
1,60510,146,146,1-146,[]
1,60510,147,147,1-147,[]
1,60510,148,148,1-148,[]
1,60510,149,149,1-149,[]
1,60510,150,150,1-150,[]
1,60510,151,151,1-151,[]
1,60510,152,152,1-152,[]
1,60510,153,153,1-153,[]
1,60510,154,154,1-154,[]
1,60510,155,155,1-155,[]
1,60510,156,156,1-156,[]
1,60510,157,157,1-157,[]
1,60510,158,158,1-158,[]
1,60510,159,159,1-159,[]
1,60510,160,160,1-160,[]
